"[CES 2023]ET테크포럼 ""혁신 아이디어, 기술 넘어 비즈니스 모델로""","코로나 팬데믹 이후 정상 개최된 CES 2023에서는 메타버스, 모빌리티, 인공지능(AI) 등이 주목받았다. 가상공간... 한국과학기술연구원(KIST) 책임연구원 △이기원 와이브레인 대표 △이원섭 씨앤에이아이 대표 △임용제..."
"대전시, 디지털 물산업 실증랩 18일 개소...인공지능 기반 상수도 혁신","물산업 인공지능 실증랩(이하 실증랩)'을 개소한다고 2일 밝혔다. 이번 사업은 지난 5월 과학기술정보통신... 그린도시 대전을 위한 상생·협력 강화를 선포했다""고 말했다. 이어 정 실장은""기후변화에 따른 도시 물문제..."
"대구시, 인공지능(AI) 기반 스마트교통체계 본격 확산",내 2023년까지 구축 대구시가 국토교통부가 주관하는 ‘스마트시티 챌린지’의 본사업 대상도시로 선정돼 인공지능(AI)기반 스마트교통체계가 본격 확산될 전망이다. 11일 대구시에 따르면 대상도시 선정 평가위원회에서...
국내 최초 도시과학 특성화대학… 전체 모집인원 중 49%는 정시 선발,서울시립대는 도시과학 중심의 특성화대학으로 도시과학 분야 우수한 경쟁력과 공립대학으로서 서울시와의 협력을 통해 공공 빅데이터에 쉽게 접근할 수 있다는 강점을 발판으로 빅데이터 인공지능(AI) 관련...
"'더 똑똑한 도시'…전주시, '지능형 교통체계 사업' 선정","ITS는 교통 체계의 과학화, 자동차·교통의 효율성 및 안정성 향상을 위해 고안된 스마트 차세대 교통... 전주시 관계자는 ""전주시는 인공지능, 빅데이터 분석을 통해 교통량 변화에 대응하는 교통 혁신 도시로 성장할 것..."
loT 공격 탐지를 위한 새로운 특징추출 방법 및 인공지능 모델 개발,"가정, 산업, 도시 곳곳에 네트워크가 설치되고 이를 활용한 IoT(사물인터넷) 기기가 증가하면서 취약점 노출에 따른 보안 이슈가 늘어나고 있다. 이에 최근 인공지능기술을 활용한 침입 탐지..."
광주시 인공지능 특화산업 실증센터 개소…AI융합 생태계 다진다,"광주시가 과학기술정보통신부와 함께 추진하고 있는 '인공지능 집적단지 조성사업'의 하나로 마련했다. 이들 센터에는 광주지역 특화산업인 헬스케어, 자동차, 에너지 분야에 2023년까지 645억원을 투입해 산업생태계..."
[2023정시] 연세대 수시이월 136명 '축소'.. 정시 1672명 선발,"(22명→23명), 인공지능학과 1명(10명→11명), 사회복지학과 1명(17명→18명), 문화인류학과 1명(8명... 대기과학 독문 생화학 시스템생물 아동가족(인문) 천문우주 철학 각2명, 도시 문헌정보 문화인류 불문..."
대한민국 인공지능 전진기지…국가 AI데이터센터 닻 올렸다,중심도시 광주'와 '인공지능 강국 대한민국'이란 담대한 여정을 본격 시작했다. 광주시와 과학기술정보통신... 통한 인공지능 전문인력 양성 등에 협력키로 했다. 또 NHN은 2023년 AI데이터센터 개통 전까지 자체 보유하고...
'2023 달라지는 서울생활'에서 동행·매력 특별시 서울을 한눈에 알아본다,"먼저 서울로봇인공지능과학관은 로봇·인공지능 기술을 소개하고 인간과의 관계를 사유할 수 있는... □ 환경: 서울형 수변감성도시 조성, 서울둘레길2.0 등 7개 사업 서울은 332㎞의 물길이 동네 곳곳을 돌아 도시를..."
'인공지능 중심도시 광주' 거점 데이터센터 사업자에 NHN 선정,국내 최대 데이터센터와 슈퍼컴퓨팅 시스템인 한국 과학기술 정보연구원의 누리온 5호기의 25.7... NHN은 또 2023년까지 인공지능 연구개발센터를 광주에 설립하고 자사는 물론 광주 인공지능산업 생태계 조성을 위한...
충청북도 숙원사업 2023 정부예산 대거 반영,5억원(총사업비 198억원) - 지역특화 도시재생 60억원(총사업비 300억원) - 지자체 ITS(첨단교통관리시스템)... 교육 기회 불균형 해소와 인공지능 핵심인재 육성을 위한 충북 AI 바이오 영재고 설립(10억원)이 반영되었고...
'인공지능 중심도시' 광주 선언…추진 배경과 전략은,"광주시 ""꼴찌 도시를 일등 도시로""…낙후 이미지 벗을 기회 인공지능(AI) 중심도시를 향한 광주의 항해가... 광주 과학기술원은 2023년까지 128억원을 투입해 인공지능 전임 교원 12명을 확보하고 매년 50∼60명 학생을..."
[2023 신년인터뷰] 신계용 과천시장 “스마트한 자족도시 구축”,우선 신나게 일하고 발전하는 스마트한 자족도시를 구축하겠다. 환경사업소 입지가 선정된 만큼 지상에는... 학교는 미래 교육에 부응하는 첨단과학기술의 활용이 가능한 공간으로 탈바꿈하고 학생들은 인공지능(AI)...
"알리바바그룹 다모 아카데미, 생성 AI·사전학습 멀티모달 모델 등 '2023년 혁...","대규모 도시 단위 디지털 트윈 등의 신기술 또한 급부상 중인 것으로 나타났다. 다모 아카데미는 '생성형 인공지능'이 디지털 콘텐츠 제작 앱의 발전과 함께 영상 제작의 다양성, 창의성, 효율성 등을 더욱..."
"대전시, 디지털 물산업에 인공지능을 더한다",대전시는 과학기술정보통신부와 정보통신산업진흥원이 주관한 ‘인공지능(AI) 융합 지역특화산업... 그린도시 대전’ 구현을 목표로 물순환·상수도·도시·물산업 등 4개 분야 9개 과제를 추진하고 있다.대전시 최교신...
창동에 ‘4차 산업 거점’ 서울로봇인공지능과학관 2023년 개관,서울시가 도봉구 창동역 인근에 2023년 개관 예정인 ‘서울로봇인공지능과학관’을 20일 착공했다. 서울시는... 꾀하는 도시재생 사업이다. 서울로봇인공지능과학관은 437억원을 투입해 지하2층~지상4층 규모로 조성된다....
광양에 인공지능·블록체인 복합교육관 개소,지난해 8월 과학기술정보통신부 공모로 선정된 ‘지역 ICT이노베이션스퀘어 조성사업’은 한국판 뉴딜 핵심과제 중 하나인 디지털 혁신인재 양성사업이다. 오는 2023년까지 총 79억원(국비 55억원)을 투입해 SW 개발자...
대구시 ‘2023 로봇공학: 과학 및 시스템 콘퍼런스’ 유치,"개최 도시로 선정한 주요 요인으로 꼽았다. 대구시는 'RSS 2023'을 통해 대구의 5+1 신성장 동력산업 중 하나인 로봇산업을 지역기업 및 학계의 교육과 네트워크의 장으로 활용하고 인공지능(AI) 로봇, 서비스 로봇..."
도시계획 수립 시 인공지능 활용 추진한다,"국토교통부는 ‘빅데이터 기반의 인공지능 도시계획 R&D’를 추진 중으로, 과학적 도시계획을 수립하는 실증... 예정이다.도시·군기본계획을 수립 중이거나 수립할 예정인 지자체를 대상으로 28일부터 2023년 1월 26일까지..."
2023학년도 정시모집 주요대학 지원가능 점수,"경영학부, 도시행정, 동국대 경찰행정학부는 380점 이상 ▷경희대 행정, 사회, 정치외교, 한국외대 ELLT, 행정... 자연과학계열, 한양대 원자력공, 물리, 이화여대 인공지능, 데이터사이언스, 중앙대 기계공학부, AI는 386점..."
"과기정통부, '2023 정보통신기술 산업전망 학술대회' 개최","과기정통부는 '2023 정보통신기술 산업전망 학술대회'를 개최한다.  과학기술정보통신부(장관 이종호)는... 주제로, 인공지능(AI) 반도체, 자율자동차, 도심항공교통(UAM), 우주항공 등 미래 디지털 전략 산업 각 분야별..."
2023학년도 정시 경쟁률,"가군의 국제도시개발학전공 13:00:1, 인공지능학과 7.42:1, 도시행정학과 5.06:1 나군의 스포츠과학과 6.53:1, 융합응용화학과가 7.86:1 , 도시사회학과 5.31:1의 경쟁률을 보였다. <2023 VS 2022학년도 주요 대학 정시..."
"문체부, 2023 업무계획보고 '케이-컬처가 이끄는 국가도약, 국민행복' 발표","문화기술성과전시회(사진=콘텐츠 진흥원)©열린뉴스통신ONA 아울러 확장가상세계(메타버스), 인공지능(AI)과... 위해 2023년을 '한국 방문의 해'로 선포하고, 세계 15개 도시에서 '케이-관광 로드'쇼를 개최해 해외 현지에..."
[2023 정시 입학정보] 목원대학교,"최근에는 목원대의 강점으로 꼽히는 문화예술과 인문사회, 과학기술 등 다양한 분야의 지식을 융복합한 교육을 진행하고 있다. 2023학년도에는 전공과 관계없이 취득이 가능한 인공지능융합 마이크로디그리(학점당..."
"2023학년도 수능 가채점 결과...""내점수로 어느대학 갈까""","디스플레이융합공학, 인공지능, 컴퓨터과학, 고려대 반도체공학, 스마트모빌리티. 차세대통신, 사이버국방... 환경공학, 지능로봇공학, 정보통신공학, 고려대(세종) 자유전공, 미래모빌리티, 스마트도시, 생명정보..."
"지스트, 광주에 HPC-인공지능 공용인프라 데이터센터 개소","지스트 슈퍼컴퓨팅센터 전경(사진:지스트) '인공지능 중심도시 광주'에서 고성능컴퓨팅-인공지능(HPC-AI)... 과학기술정보통신부, 광주광역시, 정보통신산업진흥원, 인공지능산업융합사업단과 지스트가 협력해 2023년..."
서울시립대 2023정시 탐구 변환점수 공개,서울시립대가 2023정시에서 활용하는 탐구 변환표준점수표를 22일 공개했다. 공개된 탐구 변표는 사/과... 전자전기컴퓨터공/화학공/기계정보공/신소재공/토목공/컴퓨터과학/인공지능/수학/통계/물리/도시공...
[2023 정시 입학정보] 가천대학교,"가천대는 창업대학 운영을 위해 2학기부터 진화학자이자 과학철학자인 서울대 자유전공학부 장대익... 최대 6년간 110억원을 지원받아 인공지능(AI) 등 신기술 교육 강화, 계열별·수준별 차별화된 SW 교육과정 마련 등..."
[2023 정시 입학정보] 서울시립대학교,학부에는 ‘인공지능학과’와 ‘융합응용화학과’를 일반대학원에는‘스마트시티학과’와 ‘도시빅데... 도시과학 빅데이터·AI 연구원을 설립해 대도시 서울에서 발생하는 다양한 분야의 빅데이터를 다학제간...
2023학년도 일부 대학 정시 모집 마감… 전년 대비 전체적으로 하락,"2023학년도 정시에 총 1003명 모집에 4155명이 지원하여 4.14:1의 경쟁률을 보였다. 이는 전년도 4.23:1보다 낮은 지원율이다. 전년도에 이어 뇌인〮지과학부(인문)의 경쟁률이 10.60로 가장 높았으며, 인공지능학과..."
광주 인공지능 산업융합 집적단지 22일 착공,"광주 인공지능(AI)산업융합 집적단지가 22일 첫 삽을 떴다. 2019년 1월 지역 균형발전을 위한 예비타당성... 착공식에는 임혜숙 과학기술정보통신부 장관, 이용섭 광주시장, 지역 국회의원 등이 참석했다. 시는..."
"2023년 환경부 예산, 11조 8천463억원 편성","투자해 인공지능 홍수예보 체계 구축에 속도를 낸다. 도시침수·하천홍수 감시 강화를 위해 소형... 또한, 과학적인 탄소중립 목표량 산정·관리를 위해 위성 등을 통한 탄소배출 정보 플랫폼 구축(~2027년, 414억원)에도..."
[2023정시] 서울시립대 793명(45.5%) '비슷'.. 영어 비중 '축소',스포츠과학의 경우 지난해 가군에서 올해 나군으로 이동한다. 서울시립대는 2023정시에서 가군 109명... 전자전기컴퓨터공/화학공/기계정보공/신소재공/토목공/컴퓨터과학/인공지능/수학/통계/물리/도시공...
"[DD주간브리핑] 새로운 도전, 2023년 금융산업 IT혁신 전략은?… 8일 콘퍼러스...","2023년 금융 정보기술(IT) 및 디지털 정책 방향을 비롯해 금융 플랫폼 중심의 혁신 프로세스, 하이브리드 클라우드 기반 IT 인프라 운영 혁신 전략 등 최신 금융 IT전략 이슈가 제시된다. 또 인공지능(AI)와 빅데이터..."
[2023 정시 입학정보] 성신여자대학교,"교육부에서 주관하는 ‘2021년 사학혁신 지원사업’, ‘2021년 인문도시 지원사업’, ‘2022년 K-MOOC 사업’... 융합보안공학과는 통신, 네트워크, 인공지능, 시스템 보안 등 다양한 분야의 교수진들이 뜻을 모아 학생들이..."
[충청2023호-신형 엔진을 달자] 도약하는 대덕특구 변화의 원년… 미래 모습은...,= 2023년 과학수도 대전에 새 바람이 분다. 1973년 대덕연구학원도시로 시작해 국가 과학기술 발전을 견인한... 나아가 2027년까지 디지털 실증센터를 구축해 디지털트윈과 메타버스·인공지능 기술을 활용해 현실에서...
‘초일류도시 인천' 소비자 선정 최고 정책브랜드 대상 수상,"산업통상자원부와 과학기술정보통신부, JTBC가 후원하는 2023 소비자 선정 최고의 브랜드 대상 시상식에서... ‘초일류도시 인천’은 ‘5차산업혁명시대에 대응해 세계를 선도하는 인공지능(AI) 기반의 초스마트시티를..."
‘토목·건설’ 말고 인공지능(AI) 사업 예타 면제 선택한 광주의 ‘꿈’,당시 광주의 선택은 ‘인공지능 도시’로 가게 하는 꿈을 키우는 촉매제가 됐다. 광주시와 과학기술정보통... 들어서는 인공지능융복합단지(4만6200㎡) 조성의 첫걸음은 데이터센터 구축이다. 2023년까지 들어설...
중국 인공지능 산업의 현주소는,"중국 인공지능 연구개발 현황 인공지능(AI)은 이미 오래 전부터 정부 및 업계의 주목을 받고 또 빠른... 6%) 등 5개 도시에 73.5%의 AI기업이 몰려있다. 특히 베이징은 칭화대학, 베이징대학, 중국과학원 등..."
[대덕포럼] 뜨거웠던 1973년과 벅찬 희망의 2023년,"소도시였던 한밭 대전은 20년 대덕연구단지의 성과를 바탕으로 1993년 국제엑스포를 개최하면서 대전광역시로 확대 발전했으며 바이오, 우주, 국방, 나노, 반도체, 지능형 로봇과 드론, 빅데이터와 인공지능..."
세계 10위 인공지능 데이터센터 4일 착수식,인공지능(AI) 중심도시 광주의 구심점이 될 국가 AI 데이터센터 착수식이 4일 열린다. 데이터센터 구축... 2023년 완공될 AI 데이터센터는 총면적 3144㎡ 규모로 건립된다. 현재 국내 최대 데이터센터는 한국과학기술정...
"이용섭 광주시장 취임 2주년 ""광주형일자리, 인공지능 큰 성과""",최기영 과학기술정보통신부 장관과 함께 인공지능 중심도시 광주 비전 선포식을 개최하고 '인공지능... 지방도시 최초로 건설되는 순환선 도시철도 2호선은 2023년까지 1단계 공사를 마무리하고 2단계와 3단계도...
"인천 계양구, 2023년 스마트 빌리지 보급 및 확산사업 공모 선정","인천 계양구, 2023년 스마트 빌리지 보급 및 확산사업 공모 선정 과학기술정보통신부에서 주관한 ‘2023년 스마트 빌리지 보급 및 확산사업’에 계양구가 선정돼 국비 10억 원을 확보하고 효성1동 도시재생활성화지역에..."
'울산형 데이터 댐’ 본격 구축…2023년까지 678억 투입,빅데이터·인공지능(AI)·사물인터넷 분야 등의 신산업을 육성하고 관련 일자리를 창출할 계획이다. ‘데이터 중심 스마트도시 울산’ 조성을 목표로 추진되는 이번 사업은 ▲울산형 공공데이터 댐 구축 ▲데이터 활용...
"""신성장 동력 발굴 나선다""...'CES 2023' K-테크 첨단기술 소개","비스포크 인공지능(AI) 세탁기와 건조기, 스마트싱스 기반 서비스를 전시한다. 이 외에도 삼성디스플레이의 77인치 퀀텀닷(QD)-유기발광다이오드(OLED) 패널을 탑재한 77인치 OLED TV도 공개된다. LG는 CES 2023에서 혁신적..."
지능형교통체계(ITS)로 ‘스마트 교통도시 천안’ 구축,"교통시스템으로, 과학화·자동화된 운영 및 관리를 통해 교통 효율성과 안정성을 향상시키는 교통체계다. 주요 사업 중 ‘첨단신호시스템’은 2023년까지 번영로와 쌍용대로, 충무로 등 주요도로에 인공지능(AI) 스마트..."
[광주24시] 광주서 국가 인공지능 집적단지 조성 본격화,"인공지능 집적단지 착공식'을 개최했다고 밝혔다. 착공식에는 이용섭 광주시장을 비롯해 임혜숙 과학기술... 통해 ""광주가 인공지능 중심도시를 향한 혁신적 도전을 통해, 포스트 코로나 시대의 새로운 산업과..."
주요대학 2023 수시모집 주요사항 ①,"인공지능전공, 데이터사이언스전공, 산업공학전공) ▲부동산건설학부(부동산학전공, 스마트도시공학전... 수시모집에서 가장 많은 비중을 차지하는 학생부위주전형은 학생부교과전형(학교추천)과 학생부종합전형..."
"[현장 인터뷰] CES2023서 만난 이상일 용인특례시장, ""용인 지역 스타트업 직...",이번 CES2023에 참가한 용인특례시 스타트업은 △속도 측정 센서를 활용한 야구 투구 연습 도구 '자이로스피드'를 개발한 '마고' △인공지능 기술을 접목해 어르신 돌봄 서비스 AI 순이를 개발한 '디엔엑스' △친환경...
다보스포럼 다녀온 尹대통령 과학·기술 집중 행보…수출활로 찾기,"국가전략 산업인 반도체를 비롯해 인공지능(AI), 첨단 바이오, 양자기술 등 과학기술을 발전시키는 것이... 윤 대통령은 ""외국의 주요 도시들도 IT, 바이오, 디자인 중심 첨단산업을 집중 육성해서 지역 소멸 위기를 극복하고..."
"대전시 ""디지털 물산업에 인공지능 융합""...국비 37억원 확보",물산업 인공지능 융합 지원' 과제를 제안했다. 대전시는 과학기술정보통신부와 정보통신산업진흥원이... 그린도시 대전'구현을 목표로 물순환·상수도·도시·물산업 등 4개 분야 9개 과제를 추진하고 있다. 최교신...
[2023정시경쟁률] 연세대(마감직전) 1.63대1.. 일반계열 28개 미달 '여전한 눈...,"42대1(12명/41명), 인공지능학과 3.2대1(5명/16명), 치의예과 2.8대1(25명/70명), 의예과 2.39대1(44명/105명), 생명공학과 2.26대1(34명/77명) 순으로 높다. <전형일정> 연세대의 2023정시 원서접수 기간은 31일..."
인공지능 가로등에 IoT센서 장착해 교통사고 예방…5년간 260억,"장착한 인공지능 가로등을 도입해 교통사고 예방사업에 활용키로 했다. 1일 국토교통부와 과학기술정보통신... (산업부), 도시재난안전관리 연계기술(행안부) 등 부처별 업무를 분담해 추진할 예정이다. 국토부 관계자는..."
"2023학년도 일부 대학 정시 모집 마감, 경쟁률 지난해 대비 전체적으로 하락","전년도에 이어 뇌인〮지과학부(인문)의 경쟁률이 10.60로 가장 높았으며, 인공지능학과(인문) 8.63:1... 32:1로 가장 높은 경쟁률을 기록했고, 사회기반시스템공학부 도시시스템공학전공 5.91:1..."
"KAIST, 뉴욕대에 인공지능 등 핵심연구 위한 'KAIST-NYU공동캠퍼스' 현판전달...","이번 9월 현판전달식을 계기로, 2023년 상반기부터 본격적인 공동연구에 들어가며, 코로나 이후 인류의... 이에 더해 ""KAIST는 글로벌 도시인 뉴욕시만의 이점을 활용하여 뉴욕시의 과학기술 연구와 테크분야..."
세종 스마트시티 시범도시 2023년 입주,"이 사업엔 국토교통부와 과학기술정보통신부, 지방자치단체 등이 참여하고 있다. 인공지능(AI), 빅데이터... 부산은 내년부터, 세종은 2023년부터 주민들을 입주시키는 게 목표다. 정부는 세종 시범도시를 AI 기반 도시로..."
광주과기원에 인공지능대학원 설치…2023년까지 200명 양성,"광주시는 과학기술정보통신부의 인공 지능 대학원 공모 사업에 광주과학기술원(GIST)이 최종 선정됐다고... 세계적인 인공지능 중심도시로 나아갈 수 있도록 광주시도 인재 육성을 위한 지원을 아끼지 않겠다""고 말했다."
"[2023 신년 인터뷰] 설동호 대전시교육감 ""계묘년, 교육가족 지혜·역량 모아...","첨단과학도시 대전의 특색을 살린 과학융합교육을 활성화할 것이다. 또한, 학교 생태전환교육체험장을 구축... - 지역 특성을 살려 인공지능, 소프트웨어 교육과정을 운영하겠다 공약했는데 진행 상황은. 디지털 대전환의..."
“혁신·소통으로 내년 ‘인공지능 광주시대’ 원년 만들 터”,확보 ▲인공지능 중심도시 광주만들기 추진위 출범 ▲미국 실리콘밸리와 협력 네트워크 구축 ▲대한민국 AI클러스터 포럼 발족 ▲광주과학기술원 인공지능 석박사 양성을 위한 전문대학 설립 ▲인공지능 사관학교...
"대전시, 인공지능 기반 상수도 혁신 추진..",물산업 인공지능 실증랩(이하 실증랩)’을 개소한다고 밝혔다. 이번 사업은 지난 5월 과학기술정보통신부(이하 과기정통부)와 정보통신산업진흥원(이하 NIPA)이...
[2023정시경쟁률] 상위15개대 5.18대1 '하락'.. 중앙대 8.31대1 '최고' 건국대...,"(1명/9명), 인공지능 7.42대1(12명/89명), 자전 6.91대1(22명/152명) 순이다. △나군에서는 융합응용화학 7.86대1(7명/55명), 스포츠과학 6.53대1(30명/196명), 철학 5.7대1(10명/57명), 도시사회 5.31대1(16명/85명)..."
"광주시, 인공지능 4대강국 대한민국 견인차",가운데 인공지능 분야를 선제적으로 준비해 온 광주광역시도 정부의 방침에 발맞춰 '인공지능 중심도시... 광주과학기술원(GIST)이 선정돼 5년간 국비 90억원을 지원받아 2023년까지 200명 이상의 인공지능 석‧박사급...
"세종, 인공지능·블록체인 분야 글로벌 리더 키운다","상반기 교육 장소는 고려대학교 세종캠퍼스 과학기술대학1관이며 교육과정은 인공지능 기본과정 2개, 고급과정 3개, 비즈니스모델과정 1개, 블록체인이 고급과정 2개이다. 또한 올해 7월부터는 신도심 지역에 거주하는..."
"광주광역시, 대한민국 인공지능 4대 강국 견인한다","이날 간담회에는 이용섭 광주광역시장, 장석영 과학기술정보통신부 제2차관, 윤성로 4차산업혁명위원회 위원장, 정병석 전남대 총장을 비롯한 17개 시·도 4차산업혁명위원회 민간위원, 인공지능 중심도시 광주 만들기..."
[2023 수시 입학정보] 동의대학교,"양성 '인공지능 선도 미래도시 부산 구현'을 주제로 지난해 개최된 부산시의 오픈 캠퍼스 미팅 동의대 행사... 인공지능, 사물인터넷, 바이오로 요약되는 미래 시대를 준비하고 있다. 이러한 변화와 혁신을 통해 과학기..."
한국 여행 스타트업 리더가 주목한 2023년 한국 여행 시장 트렌드,최근에는 온라인 콘텐츠 구독 서비스 ‘시티호퍼스’를 운영하면서 전 세계 주요 도시에서 찾은 비즈니스... 누아는 과학기술정보통신부가 주최한 국내 최대 규모의 인공지능 그랜드 챌린지에서 2위에 입상한 기술력을...
