11,"['검은 토끼의 해 계묘년…""새해 복 많이 받으세요""', '검은 토끼의 해 계묘년에 새해 복 많이 받으시길 바라겠고 연합뉴스TV도 애청 이어주시길 바라겠고 싸이에게도 응원 이어주시길 바라겠습니다. 새해 복 많이 받으십시오!"" ""새해에는 대한민국 인공지능 기술이 세계...']"
12,"[""이마트24, 2022년 키워드 'R.A.B.B.I.T'…계묘년에도 트랜드 잇는다"", '2023년 계묘년을 앞둔 가운데 토끼가 빠르게 움직이고 높이 점프하는 것처럼 회사 역시 트렌드를 빠르게... 스마트코엑스점에는 인공지능(AI), 컴퓨터비전, 센서퓨전, 음성인식, 클라우드POS 등 신세계아이앤씨의...']"
13,"['""계묘년, 클라우드·스마트팩토리 올인""', '미래 성장동력으로 스마트팩토리와 클라우드·AI(인공지능)를 꼽았다. 특히 스마트팩토리 사업의 경우 기존 기술 컨설팅 역량에 사업 컨설팅 역량까지 더한다. 최적의 산업 특화 솔루션 제공을 넘어 고객 중심의...']"
14,"['계묘년 새해 보험업계 화두는', '정 회장은 ""금융산업 안에서도 인공지능과 빅데이터 등 새로운 기술을 바탕으로 미래 금융시장을 선도하기 위한 경쟁이 치열하다""면서 ""기존 보험상품 및 서비스에 인공지능이나 빅데이터 기술을 더해 새로운 비즈니스...']"
15,"['경북교육청, 계묘년 새해 다짐...세계교육 표준 도약', '이날 행사는 인사이동에 따른 직원 소개, 교육감 신년사, 계묘년 맞이 새해 다짐 손글씨 쓰기 순으로... 첫째 △경북형 교육과정 개발 △인공지능(AI)·빅데이터 활용 학생 맞춤형 교육 등 삶과 연계한 학습으로 학생이...']"
16,"['[신년사] 김지철 충남교육감 “인공지능교육 강한 충남교육 만들 것”', '뉴데일리 김정원 기자 = 김지철 충남도교육감은 1일 “2023년, 계묘년에는 한 걸음 더 도약하는 한 해가... 이어 “충남형 인공지능교육 특화도시와 더불어 15개 모든 시·군에 충남형 인공지능교육체험센터를 세우고...']"
17,"['[계묘년 토끼해 띠풀이] 토실토실 알밤 같은 소망 싣고 “열려라 새 세상”', '‘열려라 토끼!’ 2023년 계묘년 토끼띠 새해가 밝았다. 토끼는 12지(支)의 네 번째 동물이다. 방향은 동쪽을... 과연 21세기 인류는 인간을 넘어서는 인공지능까지 넘보는 ‘신이 된 인간’으로 나아가고 있다고도 한다....']"
18,"['[인터뷰] ""韓산업·濠자원은 미래 동맹…계묘년 함께 발돋움""', '사이먼 회장은 계묘년 새해를 앞두고 호주와 한국의 기업이 더 밀착해야 할 것이라고 제언했다. 그는 세계... 그러나 향후 진영간 갈등이 심화할 경우 우리나라 미래 주력산업인 인공지능이나 자율주행차를 위해서...']"
19,"['[IT 칼럼] 계묘년의 정보통신 전망', '다음은 ‘인공지능, 혁신의 허들을 넘다’이다. AI는 매년 10배 이상, 예상을 넘는 속도로 성장하나 국내는 이에 못 미친다. 알고리즘 및 연산속도 개선과 데이터 교정과 검증을 통한 AI 개발이 중요하다. 다음은 ‘디지털...']"
20,"['""노동, 교육, 연금 3대 개혁을 더이상 미룰 수 없다"" 2023 계묘년 새해의 아침...', '2023년 계묘년 새해 첫날인 1일 오전 경남 거창군 감악산 정상에서 바라본 태양이 하늘을 붉게 물들이고 있다.... 우주항공, 인공지능, 첨단바이오 등 핵심 전략기술과 미래 기술시장 선점을 위한 지원에 한치의 소홀함이...']"
21,"[""계묘년 맞이한 건설사들 핵심 키워드는?…'신사업·리스크 관리'"", '<각사> 계묘년(癸卯年)을 맞이한 건설사들이 올해 신사업과 리스크관리에 방점을 두고 있다. 지난 한 해... 인공지능(AI), 디지털전환(DT) 기술을 활용한 데이터 확보, 솔루션 및 서비스 고도화 등을 통해 환경∙에너지 사업...']"
22,"['경북교육청, 계묘년 새해 다짐식 ‘4가지 핵심추진 과제’ 제시', '4가지 추진과제로는\xa0 경북형 교육과정 개발과 인공지능(AI)·빅데이터 활용 학생 맞춤형 교육 등 삶과 연계한 학습으로 학생이 주인공이 되는 교육 실현에 나서고, 학령인구 감소 대응체제 구축 등 작은 학교 운영 지원을...']"
23,"[""LG, 구광모 경영철학…계묘년도 '고객'에 집중한다"", ""2023년 계묘년 새해에도 위기 극복 키워드로 '고객 가치'를 또 다시 강조했다. 구 회장의 확고한 고객경영... LG CNS는 디지털 마케팅에 빅데이터, AI(인공지능) 등 DX(디지털 전환)기술을 접목해 디지털 마케팅 종합...""]"
24,"['전문가 20명이 진단한, 계묘년 중장년 취·창업 트렌드는?', '신철호 상상우리 대표는 “청년들은 단순하고 지루한 반복 작업이라 좋아하지 않는 데이터 라벨링(인공지능 학습을 위해 수집한 데이터에 라벨을 다는 작업) 같은 일자리에 대한 중장년의 만족도가 의외로 높다”면서...']"
25,"['2023 계묘년 대덕특구 연구기관들 연구·경영 운영 방향은?', '= 2023년 계묘년 새해를 맞아 대덕연구개발특구(이하 대덕특구) 내 국가 출연연구기관(출연연) 등 연구기관이... 전략·원천기술을 확보하기 위해 5G+·6G 통신인프라를 비롯해 인공지능(AI)·소프트웨어·메타버스...']"
26,"[""셀리온, 새해 맞이 '인공지능 DC 탄소매트' 프로모션 진행"", '셀리온은 2023년 계묘년을 맞아 1월 한 달 동안 \'인공지능 DC 탄소매트\'를 최대 28% 할인된 금액에 구매할 수 있는 프로모션을 진행한다고 밝혔다. 관계자는 ""인공지능 DC 탄소매트는 인공지능 AI 탑재로 외부 기온에 따라...']"
27,"[""계묘년 첫 IPO 주자는 '티이엠씨'…올해 공모주 투자 가늠자 되나"", ""'검은 토끼의 해'인 2023년 계묘년 새해가 밝은 가운데 올해 1월 기업공개(IPO) 시장에서는 티이엠씨를... 오브젠은 빅데이터와 인공지능(AI) 기술을 기반으로 마케팅 전략 솔루션을 제공하는 회사다. 회사는 지난...""]"
28,"['[계묘년 신년인터뷰] 이낙규 생기원장 ""전통 제조업 ICT 혁신 주도""', '생기원은 로봇, 메타버스, 인공지능(AI) 기술을 제조공정에 접목하는 등 미래기술을 선점할 수 있는 제조혁신 기술 개발 및 지원에 주력한다. 새해 내수 시장에 의존하는 기업이 글로벌 시장에 진출할 수 있도록 힘쓴다....']"
29,"['계묘년 기대주는?...""수주多·정부육성 산업 주목""', '인공지능 관련 사업, 콜드체인 등 차세대 물류 산업에 1조 5천억 원에 가까운 사업비가 책정되어 있어, 투자 가이드라인으로 삼을만하다는 분석입니다. 이 밖에도 중국의 리오프닝, 부진에 빠진 반도체주 등이 주목해야...']"
30,"['[2023년 계묘년(癸卯年)]주요 병원들, 신년 하례회 통해 힘찬 출발', '있었다”며, “계묘년(癸卯年) 새해는 첨단 스마트 인프라 구축 및 인공지능·빅데이터 기반 차세대 헬스케어 실현, 혁신 융복합 연구 가속화 등 2028 KU Medicine 100주년을 향한 본격적인 비상의 한 해가 될 것이다”고...']"
31,"[""[계묘년 질주할 토끼띠 CEO] 35년 '중외맨' 신영섭, 미래 먹거리 발굴"", ""신영섭 JW중외제약 대표이사 '검은 토끼의 해'인 계묘년(癸卯年) 새해가 떠오르면서 토끼띠 경영인들의... 이외에 인공지능(AI)을 활용한 다양한 바이오텍과 오픈이노베이션을 가동했고 아토피치료신약(JW1601)...""]"
32,"['""알뜰살뜰 영리하게...성장과 번창의 계묘년""', '2023년 계묘년(癸卯年) 새해가 밝았다. 코로나19 바이러스는 여전히 유행 중이지만 의료진의 고군분투와 2가... 이미옥 대한약학회 회장은 포스트 팬데믹 대전환의 시기를 맞이해 첨단 융합 바이오, 빅데이터와 인공지능 기반...']"
33,"['[신년] 계묘년 맞은 토끼띠 도민들의 새해 소망', '작가는 계묘년의 진짜 주인공이다. 1975년 생인 송 작가는 동화책에서 막 튀어나온 것 같은 토끼를 주인공으로... AI 인공지능 융합 공부를 하는 만큼 학생들에게 발명의 싹을 틔워주고 싶다""고 말했다. 학생들에게 하고 싶은...']"
34,"['[신년사] 윤석열 대통령, 계묘년(癸卯年) 새해 신년사 전문', '(대통령실 제공) \xa0윤석열 대통령이 1일 오전 10시 용산 대통령실 1층 브리핑룸에서 계묘년(癸卯年) 새해를... 우주항공, 인공지능, 첨단바이오 등 핵심 전략기술과 미래 기술시장 선점을 위한 지원에 한치의 소홀함이 없도록...']"
35,"['[2023 계묘년, 두 마리 토끼를 잡아라] 美·中 기술전쟁… 韓 새 대책 필요', '첨단 반도체 장비를 비롯해 인공지능(AI)·슈퍼컴퓨터에 사용되는 반도체칩 등 미국이 보유한 첨단 기술에 대한 중국의 접근을 원천 봉쇄하는 게 골자다. 관세, 수출 통제, 투자 차단, 비자 제한 등을 중심으로 무역 전쟁...']"
36,"['경주시, 계묘년 스마트시티 혁신… 선진 미래도시로 ‘껑충’', '스마트도시란 사물 인터넷(IoT), 인공지능(AI), 빅데이터 등 최신정보통신기술(ICT)을 바탕으로 다양한 도시서비스를 제공하는 첨단 도시를 말한다. 시는 체감도가 높고 상용화가 쉬운 스마트 기술을 적용해 교통‧에너지...']"
37,"['계묘년, 대구 미래 50년 지리적·경제적 지도 변화 시작', '계묘년은 대구가 ‘미래 50년’의 기틀을 다지는 지리적·경제적 지도를 바꾸는 시작점이 될 것으로... 대구 알파시티에는 2조2천억 원을 투입해 ABB(인공지능, 블록체인, 빅데이터) 산업의 메카로 발돋움시킨다. 이케아...']"
38,"[""경주시, 계묘년 '스마트시티' 혁신…똑똑한 관광도시 변화 예고"", '스마트도시란 사물 인터넷(IoT), 인공지능(AI), 빅데이터 등 최신정보통신기술(ICT)을 바탕으로 다양한 도시서비스를 제공하는 첨단 도시를 말한다. 시는 체감도가 높고 상용화가 쉬운 스마트 기술을 적용해 교통·에너지...']"
39,"['민선8기 광역지자체… 계묘년 ‘안전ㆍ기회ㆍ도약’ 다짐', '일자리 창출ㆍ지역 브랜드 강화… 100년 미래 먹거리 육성 방점 민선8기 광역자치단체장들은 계묘년 신년사... 박형준 부산시장은 ‘2030엑스포 유치’를 통한 대도약의 원년을 다짐했고, 강기정 광주시장은 인공지능(AI)...']"
40,"['[2023년 국운] “계묘년 한반도, 초목이 비를 맞은 격…외교‧경제 등 두루 상...', 'ⓒ천지일보 2023.01.01 [천지일보=임혜지 기자] 시끄러웠던 한 해를 보내고 2023년 계묘년 (癸卯年) ‘검은 토끼’... 역시 제4차산업과 5G, 6G, 인공지능(AI), 2차전지, 전기수소차, 첨단의과학, 인터넷문화산업 등 IT와 BT산업이...']"
41,"['[신년 데스크 칼럼] 2023년 토끼 지혜로 위기를 넘자…계묘년(癸卯年) 재도약...', '계묘년(癸卯年)은 검은 토끼의 해다. 동서고금의 스토리에서 토끼는 꾀가 많고 지혜로운 동물로 묘사된다.... 인공지능(AI)과 빅데이터가 이끄는 4차 산업혁명이 더욱 진전하고 블록체인과 차세대 통신기술(6G)을 기반으로...']"
42,"['[신년사] 일신우일신(日新又日新)을 다짐하며 계묘년 새해를 준비한다', '도서 출판 등 온·오프라인 콘텐츠를 지속적으로 확장하겠습니다. 셋, AI(인공지능) 기반의 조세와 금융분야 예규판례를 이해하기 쉽게 구현하겠습니다. 2023년 계묘년(癸卯年) 새해 조세금융신문 대표이사·발행인\xa0김 종 상']"
43,"['[계묘년 화두는 ‘건강’]금융권 ‘헬스케어’ 관련 상품 쏟아진다', '이에 맞춰 건강진단, 인공지능(AI) 건강체크, 홈트레이닝 정보 등 다양한 건강관리 콘텐츠도 제공한다. 하나손해보험의 ‘무배당 하나 Up-Grade 건강보험’은 국내 최초로 고객의 건강등급별로 보험료를 산출한다. 이를...']"
44,"['계묘년 새해, 경북교육청에서 민원업무 더 편하게 보세요', '도교육청은 사회적 배려 대상자를 위한 민원서비스를 확대하고자 사회적 배려대상자 전용 주차장 설치, 영어, 일본어, 중국어, 베트남어 등 65개국의 다국적 언어로 번역 가능한 양방향 인공지능 통·번역기 비치 등의...']"
45,"['[계묘년 화두는 ‘건강’] 디지털 전환 가속화하는 제약사들...""연구개발·투...', '게임, 가상현실(VR), 인공지능(AI) 등 소프트웨어를 활용해 치매, 불면증, 우울증, 강박장애 등의 질병을 예방·치료 관리하는 기술이다. 모바일 환경에 적합한 수단으로 장소와 시간에 구애받지 않고, 지속적인 치료와...']"
46,"[""계묘년, 토끼관련 '고사성어' 에서 얻는 5가지 PR 테크(Tech)"", '일러스트=김혜선 더피알타임스= 안홍진\xa0 \xa0\xa02023년은 계묘년 토끼의 해이다. 먹이사슬의\xa0법칙이 지배하는... 빅데이터 기반의 인공지능 시대에 소비자는 더 분석이고 더 똑똑해지고 있다. 기업측의 비과학적 분석과...']"
47,"['계묘년 새해, 경북교육청에서 민원업무 더 편하게 보세요!', '그동안 사회적 배려 대상자를 위한 민원서비스를 확대하기 위해 경북교육청은 △사회적 배려대상자 전용 주차장 설치 △영어, 일본어, 중국어, 베트남어 등 65개국의 다국적 언어로 번역 가능한 양방향 인공지능 통·번역기...']"
48,"[""[계묘년 화두는 ‘건강’] 보험사, 스타트업 투자로 '성장 한계선' 넘는다"", '인슈어테크는 보험과 기술의 합성어로 사물인터넷, 빅데이터, 인공지능, 블록체인 등의 기술을 활용해 보험산업을 혁신하는 서비스다. 삼성화재가 기존 CVC펀드에서 투자한 스타트업은 총 11개사로, 디지털 헬스케어...']"
49,"['[계묘년 화두는 ‘건강’]“600조 시장 잡아라”…산업계, 디지털 웰니스에 주...', '예컨대 스마트폰 앱과 가상현실, 챗봇, AI(인공지능) 등으로 치료 및 건강\xa0관련 서비스를 제공하는 것이다. 특히 코로나19를 거치면서 건강과 체력관리를 위한 지출이 크게 늘어나는 현상인 ‘덤벨 이코노미(Dumbbell...']"
50,"['메타랩스 자회사 테크랩스, 이마트24와 점신 계묘년 새해맞이 한정 상품 출시', ""한 계묘년 새해맞이 한정 상품을 선보인다고 22일 밝혔다. 이번에 선보이는 상품은 2023년 계묘년 새해에... 추가하고 인공지능 기반으로 초개인화 맞춤 콘텐츠를 추천해 주는 '운세 메뉴 큐레이션' 기능과 MZ 세대의...""]"
51,"[""계묘년 제약바이오 관전포인트 '위탁개발생산'·'디지털치료제'"", '한독은 웰트에 30억원 규모에 지분투자를 단행했으며 유한양행은 인공지능(AI) 심전도 모니터링 솔루션 개발 기업 휴이노에 지분 투자를 통해 2대 주주로 올라섰다. 투자를 단행하는 기업들이 있다면 직접 개발하는...']"
52,"['[2023 계묘년, 두 마리 토끼를 잡아라] 디지털대전환, 소프트웨어에 달렸다 韓...', '일부 시황이 좋은 산업군을 제외하면 설비투자는 소극적으로 가져가면서 디지털 전환 추세에 따라 클라우드, 인공지능(AI) 등 소프트웨어 기술·인재 양성을 통해 성장을 도모할\xa0것이란 분석이다. 김용진 서강대...']"
53,"[""경주시, 계묘년 스마트시티 혁신… 선진 미래도시로 '껑충'"", '스마트도시란 사물 인터넷(IoT), 인공지능(AI), 빅데이터 등 최신정보통신기술(ICT)을 바탕으로 다양한 도시서비스를 제공하는 첨단 도시를 말한다. 시는 체감도가 높고 상용화가 쉬운 스마트 기술을 적용해 교통‧에너지...']"
54,"[""신상진 성남시장, 2023 계묘년 새해 사자성어 '해현경장(解弦更張)' 선정"", ""= 신상진 성남시장은 2023 계묘년(癸卯年) 새해 사자성어로 '해현경장(解弦更張)'을 선정한 이유는 그동안... 시스템 반도체, 인공지능 등 첨단산업을 육성해 성남의 새로운 50년 먹거리를 확보하고, 나아가 대한민국의...""]"
55,"[""'차별화·경쟁력'이 관건… CU가 꼽은 계묘년 키워드는 'CLEVER'"", '인공지능, 핀테크, 사물인터넷 등 최신 리테일 테크를 적용한 미래형 편의점 개발에도 힘을 싣는다. CU는 현재 완전무인점포인 Tech Friendly CU를 총 4개점을 운영 중이다. 한국인터넷진흥원 등과 함께 한국형...']"
56,"['[카드뉴스] 의정부시 주요뉴스 (1월 3일)', '김동근 의정부시장은 ""2023년 계묘년 새해는 의정부시가 시 승격 60주년을 맞는 뜻깊은 한해로 상권활성화는... ▣ 인공지능의 시대! 다가오는 4차 산업혁명과 AI 교육 실시 의정부시는 2022년 12월 21일 시청 대강당에서...']"
57,"['광주광역시의회 2023년 시무식으로 새해 열어', '참여해 광주시의 주력 산업인 인공지능(AI)·미래차·의료도시 분야의 혁신 기술과 산업의 흐름을 파악하고 지역의 산업 생태계 조성 방안을 모색한다. #광주광역시의회 #계묘년 #시무식 #인공지능 #산업생태계 /이미애 기자']"
58,"['AI로 심정지 예측·전자약이 우울증 치료…새해 주목할 헬스케어 기술', '2023년 계묘년(癸卯年)에는 인공지능(AI)과 디지털 치료제, 3D프린팅 등 의료기기(헬스케어) 분야의 최신 첨단기술이 주목을 받을 것으로 보인다. 이들 분야는 전 세계적으로 뚜렷한 시장 지배자가 없는 상황이다. 진단 등...']"
59,"['경제계 신년인사회 ""경제위기 극복·미래전략산업 육성""(종합)', '나가자.” 계묘년 새해를 맞아 3일 광주상공회의소가 연 ‘2023년 신년인사회’에서 참석자들은 이같이... 또 미래 먹거리 산업인 인공지능 및 모빌리티 선도도시 구축과 반도체 산업육성을 위한 인재 양성 등에서 의미...']"
60,"['연수구, 변화·혁신 26개 맞춤형 신규 사업 추진', '인천 연수구는 계묘년 새해에 변화와 혁신을 토대로 경제가 풍요롭고 안전한 미래 문화도시 구현을 위해 6개... 흡연자 계도를 위해서는 금연 구역 내 딥러닝 인공지능(AI) 기반 카메라로 구성된 무인단속기를 설치해...']"
61,"['논산시, 새해부터 변화와 혁신 이어져', ""사진=논산시 제공 논산시가 검은 토끼의 해 '계묘년' 새해에\xa0지방소멸\xa0위기를 타개하고 '더 크고 더 강한... 시는 지난해 건양대, 충남대 등과 맺은 협약을 토대로 반도체ㆍ코딩ㆍ인공지능ㆍ바이오산업 분야 학습 터전을...""]"
62,"[""홈플러스, '2023 위풍당당 프로젝트' 연중 개최"", ""올해 위풍당당 프로젝트는 빅데이터 기술로 '인공지능(AI) 최저가격' 상품을 선정하고, 홈플머니가... 방침”이라며 “고객 모두가 홈플러스와 함께 물가 앞에서 겁먹지 않고 당당한 계묘년을 보내길 바란다”고 말했다.""]"
63,"['""부디 우리 지역으로""…새해 전국 지자체, 기업·투자 유치 사활', '"" 계묘년 새해 전국 지자체들은 역점 추진 시책으로 기업과 투자 유치를 첫손에 꼽는다. 불확실한 국내·외... 광주시는 지역 기업 8개 사와 함께 인공지능(AI)과 지능형 스마트홈 기술이 구현된 가전·IT 제품을 선보인다. 시...']"
64,"[""경북도 '화공 굿모닝 특강' 200회 돌파…윤 대통령도 관심"", ""통합신공항, 메타버스, 인공지능, 빅데이터, 블록체인, 양자기술, 반도체, 2차전지, 원자력, 그래핀... 경북도는 계묘년을 '경북이 대한민국의 지방시대 길을 여는 원년'으로 삼겠다는 의지를 이번 화공으로 표명한...""]"
65,"[""광주 시민, 새해 시정 핵심 열쇳말은 '복합 쇼핑몰'"", '광주 시민은 계묘년 새해 시정 핵심 열쇳말로 복합쇼핑몰 추진을 가장 많이 선택했다. 3일 광주시에... 광주 군 공항 이전(18%), 영재고 설립 등 인공지능 2단계 사업 고도화 기반 마련(11%), 어등산 관광단지 개발 신속...']"
66,"['구현모 KT 대표 ""통신망 장애는 재해…안전·안정 수준 높일 것""', '수준인 인공지능 분야에서는 세계적 수준의 역량에 도전하는 2023년이 되길 기대한다""고 전했다. 이어... 토끼처럼 계묘년 시작을 활기차게 맞이했다. 신년식 행사는 사내방송 KBN을 통해 KT그룹의 모든 임직원들에게...']"
67,"['""새해 의료계 현안 산적…국민건강·환자안전 최우선""', '의료계가 계묘년(癸卯年) 새해를 맞아 비대면 진료 제도화, 생명을 살리는 필수의료 확충 등 각종 현안에... 그는 ""인공지능(AI) 기술의 발달로 의료시스템은 질병의 치료에서 건강증진과 예방으로까지 확대되며 다양한...']"
68,"['[신년 기자회견]하윤수 부산교육감, ""인성 기반 학력 신장\'의 원년 \'비상\'', 'com ""2023년 계묘년 새해에는 제대로 가르치고 배워 탄탄한 기본을 만드는 \'인성 기반 학력 신장\', \'디지털... 특히, 전국 최초로 빅데이터와 인공지능을 활용한‘부산학력향상지원시스템(BASS)’을 개발한다. 데이터를...']"
69,"['[투데이 窓]2023년, 과학기술 혁신의 원년으로', '계묘년 새해가 밝았으나 지난해에 이어 우리 앞에 놓인 현실은 그리 녹록지 않다. 미중 기술패권 경쟁과... 코로나19가 촉발한 디지털경제로의 전환은 인공지능, 빅데이터, 5G·6G 등 ICT 혁신기술에 힘입어 디지털 기반...']"
70,"[""경북도, '화공 굿모닝 특강'…정책과제 발굴·토론의 장으로"", '- 새해 첫 번째 화공 강사…우동기 국가균형발전위원장 초빙 - 계묘년, 경북이 대한민국 지방시대 길 여는... 자세하게는 통합신공항, 메타버스, 인공지능, 빅데이터, 블록체인, 양자기술, 반도체, 이차전지, 원자력...']"
71,"['유영상 SKT 대표, 2023년도 AI·UAM 직접 챙긴다', '유영상 SK텔레콤 대표가 인공지능(AI)과 도심항공교통(UAM)을 직접 챙긴다. AI와 UAM 관련 조직수장을... 유 대표는 “AI 컴퍼니 비전을 바탕으로 계묘년 올 한해 검은 토끼처럼 크게 도약(Big Leap)하여 내년부터는 크게...']"
72,"[""[K-저력, 위기는 기회다]'AI·디지털 전환' IT 생태계 넓혀 혁신 퀀텀점프"", ""'계묘년'에는 인공지능(AI)과 디지털전환(DT)의 폭발적인 확장이 기대된다. 1일 글로벌 시장조사 업체인 마켓앤마켓에 따르면 AI 글로벌 시장 규모는 2022년부터 2027년까지 연평균 36.2%의 성장률을 기록, 869억달러(약...""]"
73,"['[신년특집] ① 생성 AI 기반 비즈니스 모델 쏟아진다', ""계묘년 새해가 밝았다. 인공지능(AI) 산업계는 지난해 많은 변화를 거쳤다. 생성 AI가 등장해 저작권 이슈를 불러왔고, 'GPT-3' 후속 버전에 담긴 '챗GPT'는 또다시 세상을 놀라게 했다. 기술적으로 매우 풍성한 열매 맺힌...""]"
74,"['[경남24시] 박완수 지사 ""올해 경남이 대한민국 우주 비전 개척 중심될 것""', ""2023년 계묘년 새해를 맞아 4일 창원컨벤션센터 컨벤션홀에서 '2023년 신년 인사회'를 가졌다. 경남도와... 영남권 5개 시도가 힘을 합쳐 자율 제조 시스템 실현을 목표로 하는 '인공지능 자율제조 클러스터 조성사업'도...""]"
75,"['[출발 서해안 시대] “숙박시설 확충으로 체류형 관광 2천만 명 목표”', '앵커): 계묘년 자치단체들의 새해 청사진을 들어보는 시간입니다. 신년 인터뷰 준비하는데요. 오늘은 목포시... □ 박홍률: 청년들을 위해서 4차 산업혁명이 AI인공지능을 활용한 IT융복합 복합 산업이라든가 또는...']"
76,"['손태승 우리금융 회장 ""상반기 내실집중…M&A는 속도""', '손 회장은 ""이제는 금융그룹들도 테크 경쟁력이 가장 큰 무기인 시대""라며 ""인공지능(AI), 데이터, 등 금융의... 계묘년(癸卯年) 희망찬 새해가 밝았습니다. 토끼는 예로부터 전래 이야기들 속에서 지혜가 뛰어난 동물로...']"
77,"['통신3사, CEO 신년사 미묘하게 다른 이유', '디지코는 인공지능(AI)과\xa0빅데이터, 클라우드를 기반으로 소비자 삶의 변화와 다른 사업 혁신도 이끄는... 그는 ""궁극적으로는 글로벌 빅테크\xa0수준의 서비스와 기술 역량을 확보해 나가겠다""며 ""계묘년 올 한해 검은...']"
78,"[""삼성·LG '상용화 로봇' 시장 선점 경쟁 돌입"", ""4일 업계에 따르면 삼성전자는 계묘년 첫 투자로 '로봇'을 선택했다. 전날 코스닥 상장사... 이재용 삼성전자 회장은 2021년 8월 로봇을 반도체, 바이오, 차세대 이동통신, 인공지능 등과 함께 미래 신사업 분야로...""]"
79,"['“이젠 AI 컴퍼니야”…유영상 SKT 대표, ‘도약·전환’ 강조', '유영상 SK텔레콤 대표가 올해를 인공지능(AI) 컴퍼니로 도약하는 비전 실행의 원년으로 삼겠다고 선언했다.... 유 대표는 “AI 컴퍼니 비전을 바탕으로 계묘년 올 한해 검은 토끼처럼 크게 도약(Big Leap)해 내년부터는...']"
80,"['세브란스 ""중입자치료 눈앞…새 암치료 역사 쓸 것""', '세브란스병원이 계묘년(癸卯年) 새해 수술 없이 가속시킨 탄소입자를 체내 깊숙이 침투시켜 암세포를... 구축하고 인공지능(AI), 3D 프린팅 등 최신 IT 기술을 효과적으로 적용해 의료영상 정보전달체계의 호환성, 확장성...']"
